epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6318181753158569,0.70636385679245,0.001,0.8120567202568054,0.4772561192512512
1,0.6984848380088806,0.5513900518417358,0.001,0.8297872543334961,0.39291003346443176
2,0.7090908885002136,0.5407779216766357,0.001,0.6808510422706604,0.5879927277565002
3,0.7121211886405945,0.547654390335083,0.001,0.8031914830207825,0.43814995884895325
4,0.75,0.5277419090270996,0.001,0.7872340679168701,0.4584807753562927
5,0.7484848499298096,0.49825724959373474,0.000100000005,0.7907801270484924,0.43701833486557007
6,0.800000011920929,0.47871455550193787,0.000100000005,0.7996453642845154,0.41071102023124695
